patient_id,dsc
TCGA_HT_7616_19940813,0.766884
TCGA_CS_4944_20010208,0.890328
TCGA_HT_7692_19960724,0.894255
TCGA_DU_7014_19860618,0.904152
TCGA_HT_7879_19981009,0.919698
TCGA_CS_6668_20011025,0.923459
TCGA_DU_6408_19860521,0.930135
TCGA_CS_6667_20011105,0.936502
TCGA_DU_5851_19950428,0.936651
TCGA_DU_6404_19850629,0.949753
